/gscratch/tial/data/bu_radio
data/m2b/radio/s27/m2bs27p7.sph	391967
data/m2b/labnews/t/radio/m2btrlp1.sph	652430
data/m2b/radio/s27/m2bs27p8.sph	275625
data/m2b/labnews/j/radio/m2bjrlp1.sph	389167
data/m2b/radio/s11/m2bs11p4.sph	488003
data/m2b/radio/s14/m2bs14p7.sph	308113
data/m2b/radio/s04/m2bs04pd.sph	242980
data/m2b/radio/s23/m2bs23p6.sph	170445
data/m2b/radio/s05/m2bs05p4.sph	151354
data/m2b/radio/s04/m2bs04pb.sph	180822
data/m2b/radio/s05/m2bs05p1.sph	683901
data/m2b/radio/s03/m2bs03p7.sph	343353
data/m2b/radio/s22/m2bs22p8.sph	728672
data/m2b/radio/s12/m2bs12p3.sph	506472
data/m2b/labnews/r/radio/m2brrlp6.sph	224299
data/m2b/radio/s28/m2bs28p4.sph	206690
data/m2b/radio/s20/m2bs20p5.sph	193237
data/m2b/labnews/p/radio/m2bprlp2.sph	474027
data/m2b/radio/s17/m2bs17p2.sph	180881
data/m2b/radio/s32/m2bs32p1.sph	337846
data/m2b/radio/s23/m2bs23pc.sph	196033
data/m2b/radio/s19/m2bs19p4.sph	398733
data/m2b/radio/s32/m2bs32p3.sph	287556
data/m2b/radio/s21/m2bs21p6.sph	208037
data/m2b/radio/s24/m2bs24p8.sph	272559
data/m2b/radio/s27/m2bs27p3.sph	87882
data/m2b/radio/s16/m2bs16p7.sph	208053
data/m2b/radio/s12/m2bs12p4.sph	438630
data/m2b/labnews/j/radio/m2bjrlp3.sph	447411
data/m2b/radio/s18/m2bs18p1.sph	193585
data/m2b/radio/s06/m2bs06p4.sph	674344
data/m2b/radio/s27/m2bs27p6.sph	254697
data/m2b/labnews/t/radio/m2btrlp4.sph	276966
data/m2b/radio/s22/m2bs22p7.sph	350864
data/m2b/radio/s20/m2bs20p9.sph	497317
data/m2b/radio/s04/m2bs04p3.sph	415460
data/m2b/radio/s04/m2bs04pc.sph	168364
data/m2b/radio/s08/m2bs08p1.sph	344110
data/m2b/radio/s19/m2bs19p5.sph	185835
data/m2b/radio/s11/m2bs11p9.sph	398754
data/m2b/radio/s35/m2bs35p1.sph	986562
data/m2b/radio/s31/m2bs31pd.sph	88093
data/m2b/radio/s31/m2bs31p6.sph	396389
data/m2b/labnews/t/radio/m2btrlp5.sph	263355
data/m2b/radio/s11/m2bs11p3.sph	536108
data/m2b/radio/s11/m2bs11pa.sph	247913
data/m2b/labnews/p/radio/m2bprlp4.sph	867557
data/m2b/labnews/j/radio/m2bjrlp6.sph	644703
data/m2b/radio/s27/m2bs27p5.sph	170047
data/m2b/radio/s23/m2bs23p5.sph	83226
data/m2b/radio/s16/m2bs16p3.sph	508250
data/m2b/labnews/t/radio/m2btrlp6.sph	532675
data/m2b/radio/s31/m2bs31p5.sph	257158
data/m2b/radio/s02/m2bs02p4.sph	249021
data/m2b/labnews/p/radio/m2bprlp3.sph	209581
data/m2b/radio/s11/m2bs11pc.sph	243820
data/m2b/radio/s03/m2bs03p4.sph	520931
data/m2b/radio/s08/m2bs08p9.sph	188555
data/m2b/radio/s11/m2bs11p2.sph	238709
data/m2b/radio/s24/m2bs24p7.sph	120264
data/m2b/radio/s23/m2bs23pa.sph	669522
data/m2b/labnews/r/radio/m2brrlp1.sph	222262
data/m2b/radio/s29/m2bs29p5.sph	704675
data/m2b/radio/s02/m2bs02p7.sph	80709
data/m2b/radio/s13/m2bs13p7.sph	179031
data/m2b/radio/s31/m2bs31p8.sph	182205
data/m2b/radio/s28/m2bs28p2.sph	216968
data/m2b/labnews/r/radio/m2brrlp7.sph	981219
data/m2b/radio/s15/m2bs15p6.sph	284509
data/m2b/radio/s04/m2bs04p7.sph	142278
data/m2b/radio/s23/m2bs23pb.sph	92883
data/m2b/labnews/t/radio/m2btrlp7.sph	276502
data/m2b/radio/s30/m2bs30p4.sph	175846
data/m2b/radio/s09/m2bs09p2.sph	370020
data/m2b/radio/s13/m2bs13p4.sph	459062
data/m2b/radio/s23/m2bs23p2.sph	405479
data/m2b/radio/s20/m2bs20p2.sph	611625
data/m2b/radio/s08/m2bs08p8.sph	240529
data/m2b/radio/s12/m2bs12p2.sph	528952
data/m2b/radio/s07/m2bs07p7.sph	236787
data/m2b/radio/s04/m2bs04pa.sph	210982
data/m2b/radio/s31/m2bs31p7.sph	261157
data/m2b/radio/s13/m2bs13p8.sph	613080
data/m2b/radio/s30/m2bs30p3.sph	336318
data/m2b/radio/s23/m2bs23p8.sph	302369
data/m2b/radio/s33/m2bs33p2.sph	482025
data/m2b/radio/s07/m2bs07p5.sph	276588
data/m2b/radio/s04/m2bs04p6.sph	1200937
data/m2b/radio/s24/m2bs24p4.sph	162242
data/m2b/radio/s07/m2bs07p3.sph	65154
data/m2b/radio/s09/m2bs09p1.sph	195592
data/m2b/radio/s23/m2bs23pd.sph	299228
data/m2b/radio/s30/m2bs30p5.sph	71018
data/m2b/radio/s04/m2bs04p2.sph	152061
data/m2b/radio/s24/m2bs24p6.sph	318060
data/m2b/radio/s10/m2bs10p2.sph	148574
data/m2b/labnews/r/radio/m2brrlp3.sph	514774
data/m2b/radio/s08/m2bs08p4.sph	412483
data/m2b/radio/s06/m2bs06p2.sph	595490
data/m2b/radio/s32/m2bs32p8.sph	751792
data/m2b/radio/s10/m2bs10p6.sph	605675
data/m2b/radio/s05/m2bs05p3.sph	617984
data/m2b/radio/s18/m2bs18p2.sph	229046
data/m2b/labnews/r/radio/m2brrlp5.sph	976632
data/m2b/radio/s16/m2bs16p6.sph	732490
data/m2b/radio/s02/m2bs02p3.sph	209044
data/m2b/radio/s11/m2bs11p6.sph	201269
data/m2b/radio/s29/m2bs29p3.sph	268631
data/m2b/radio/s14/m2bs14p5.sph	38376
data/m2b/labnews/r/radio/m2brrlp2.sph	458556
data/m2b/radio/s29/m2bs29p2.sph	158131
data/m2b/radio/s25/m2bs25p6.sph	168008
data/m2b/radio/s20/m2bs20pb.sph	39270
data/m2b/radio/s19/m2bs19p3.sph	674228
data/m2b/radio/s28/m2bs28p5.sph	262593
data/m2b/radio/s09/m2bs09pf.sph	64400
data/m2b/radio/s04/m2bs04p4.sph	276036
data/m2b/radio/s08/m2bs08p3.sph	575906
data/m2b/radio/s29/m2bs29p7.sph	247492
data/m2b/radio/s33/m2bs33p4.sph	159849
data/m2b/radio/s17/m2bs17p3.sph	476045
data/m2b/radio/s11/m2bs11p5.sph	94868
data/m2b/radio/s04/m2bs04p9.sph	220498
data/m2b/radio/s05/m2bs05p2.sph	414068
data/m2b/radio/s16/m2bs16p2.sph	351861
data/m2b/radio/s27/m2bs27p9.sph	142038
data/m2b/radio/s09/m2bs09p3.sph	304945
data/m2b/radio/s29/m2bs29p6.sph	323549
data/m2b/labnews/j/radio/m2bjrlp4.sph	160630
data/m2b/radio/s28/m2bs28p7.sph	262234
data/m2b/radio/s22/m2bs22p1.sph	976434
data/m2b/radio/s01/m2bs01p7.sph	84766
data/m2b/radio/s29/m2bs29p1.sph	356034
data/m2b/radio/s10/m2bs10p5.sph	87104
data/m2b/radio/s31/m2bs31p9.sph	195925
data/m2b/labnews/t/radio/m2btrlp2.sph	256042
data/m2b/radio/s15/m2bs15p3.sph	208801
data/m2b/radio/s03/m2bs03p5.sph	260685
data/m2b/radio/s31/m2bs31p3.sph	198312
data/m2b/radio/s31/m2bs31p2.sph	113853
data/m2b/radio/s33/m2bs33p3.sph	414599
data/m2b/radio/s25/m2bs25pc.sph	236332
data/m2b/radio/s02/m2bs02p8.sph	406656
data/m2b/radio/s16/m2bs16p5.sph	167249
data/m2b/radio/s15/m2bs15p5.sph	123433
data/m2b/radio/s22/m2bs22p9.sph	284606
data/m2b/radio/s04/m2bs04p8.sph	713659
data/m2b/radio/s11/m2bs11pb.sph	188746
data/m2b/radio/s10/m2bs10p3.sph	463993
data/m2b/labnews/j/radio/m2bjrlp2.sph	431680
data/m2b/radio/s18/m2bs18pa.sph	900728
data/m2b/radio/s16/m2bs16p8.sph	42908
data/m2b/radio/s14/m2bs14p2.sph	264211
data/m2b/radio/s25/m2bs25p2.sph	677397
data/m2b/radio/s03/m2bs03p9.sph	461879
data/m2b/radio/s03/m2bs03p3.sph	574301
data/m2b/radio/s03/m2bs03p2.sph	396366
data/m2b/radio/s14/m2bs14p1.sph	415184
data/m2b/radio/s11/m2bs11p7.sph	443172
data/m2b/radio/s19/m2bs19p2.sph	306100
data/m2b/radio/s04/m2bs04p5.sph	135504
data/m2b/radio/s28/m2bs28p6.sph	163970
data/m2b/radio/s18/m2bs18p9.sph	255940
data/m2b/radio/s24/m2bs24p5.sph	213146
data/m2b/radio/s02/m2bs02p5.sph	89138
data/m2b/radio/s06/m2bs06p3.sph	181467
data/m2b/radio/s22/m2bs22p5.sph	237930
data/m2b/radio/s30/m2bs30p1.sph	842902
data/m2b/radio/s07/m2bs07p4.sph	186610
data/m2b/radio/s06/m2bs06p1.sph	544215
data/m2b/radio/s27/m2bs27p2.sph	311196
data/m2b/radio/s30/m2bs30p6.sph	284646
data/m2b/radio/s31/m2bs31p4.sph	594452
data/m2b/radio/s23/m2bs23p3.sph	100078
data/m2b/radio/s08/m2bs08p5.sph	122193
